TIMESTAMP,OPEN,HIGH,LOW,CLOSE,UPDATED_AT
09:15:00,25313.4,25317.75,25258.9,25258.9,2024-09-03 22:46:05
09:16:00,25259.8,25277.55,25259.8,25272.65,2024-09-03 22:46:05
09:17:00,25271.6,25281.4,25270.65,25275.35,2024-09-03 22:46:05
09:18:00,25274.5,25283.3,25270.85,25280.75,2024-09-03 22:46:05
09:19:00,25280.9,25286.45,25271.7,25272.5,2024-09-03 22:46:05
09:20:00,25273.1,25275.8,25265.45,25266.25,2024-09-03 22:46:05
09:21:00,25266.25,25275.35,25264.3,25274.9,2024-09-03 22:46:05
09:22:00,25275.2,25277.05,25266.8,25270.95,2024-09-03 22:46:05
09:23:00,25271.5,25271.65,25265.6,25268.1,2024-09-03 22:46:05
09:24:00,25268.35,25268.7,25256.75,25258.05,2024-09-03 22:46:05
09:25:00,25260.4,25266.6,25258.8,25265.95,2024-09-03 22:46:05
09:26:00,25267.85,25273.3,25267,25267.6,2024-09-03 22:46:05
09:27:00,25268.05,25275.7,25266.05,25273.6,2024-09-03 22:46:05
09:28:00,25273.2,25273.95,25268.9,25271.75,2024-09-03 22:46:05
09:29:00,25272.5,25273.05,25265.55,25267.7,2024-09-03 22:46:05
09:30:00,25267.15,25276.45,25266.45,25269.15,2024-09-03 22:46:05
09:31:00,25269.9,25272.75,25268.45,25270.3,2024-09-03 22:46:05
09:32:00,25269.45,25269.65,25264.65,25265.3,2024-09-03 22:46:05
09:33:00,25266.05,25266.55,25257.15,25261.2,2024-09-03 22:46:05
09:34:00,25261.1,25267.5,25259.5,25266.15,2024-09-03 22:46:05
09:35:00,25266.4,25270.55,25263.1,25266.8,2024-09-03 22:46:05
09:36:00,25267.15,25271.25,25264.9,25270.35,2024-09-03 22:46:05
09:37:00,25269.1,25270.75,25266.35,25268.1,2024-09-03 22:46:05
09:38:00,25268.35,25269.8,25266.1,25268.2,2024-09-03 22:46:05
09:39:00,25267.75,25268.9,25257.5,25262.45,2024-09-03 22:46:05
09:40:00,25262.4,25265.45,25262.15,25264.65,2024-09-03 22:46:05
09:41:00,25265.05,25267.25,25262.65,25265.35,2024-09-03 22:46:05
09:42:00,25265.9,25266.35,25259.8,25260,2024-09-03 22:46:05
09:43:00,25260.2,25270.45,25259,25269.45,2024-09-03 22:46:05
09:44:00,25270.2,25273.8,25268.75,25269.7,2024-09-03 22:46:05
09:45:00,25270.5,25274.95,25270.15,25273.55,2024-09-03 22:46:05
09:46:00,25274.25,25276.4,25273,25274.9,2024-09-03 22:46:05
09:47:00,25274.6,25275.7,25265.25,25265.75,2024-09-03 22:46:05
09:48:00,25265.6,25268.8,25264.25,25268.8,2024-09-03 22:46:05
09:49:00,25269.2,25269.2,25259.7,25261.45,2024-09-03 22:46:05
09:50:00,25262.05,25263.5,25259.1,25260.55,2024-09-03 22:46:05
09:51:00,25260.85,25263.85,25260.2,25262.2,2024-09-03 22:46:05
09:52:00,25263,25267.45,25261.75,25266.3,2024-09-03 22:46:05
09:53:00,25266.65,25267.65,25263.55,25264.4,2024-09-03 22:46:05
09:54:00,25264.1,25266.4,25261.55,25261.55,2024-09-03 22:46:05
09:55:00,25261,25263.95,25255.5,25257.85,2024-09-03 22:46:05
09:56:00,25257.6,25263.3,25257.5,25260.1,2024-09-03 22:46:05
09:57:00,25260.3,25264.65,25252.1,25252.1,2024-09-03 22:46:05
09:58:00,25248.85,25265.6,25241.4,25265.6,2024-09-03 22:46:05
09:59:00,25265.4,25268.1,25248.7,25254.95,2024-09-03 22:46:05
10:00:00,25253.65,25256.3,25251.4,25254.45,2024-09-03 22:46:05
10:01:00,25254.9,25257.5,25250.8,25251.75,2024-09-03 22:46:05
10:02:00,25251.4,25255.05,25249.85,25252.05,2024-09-03 22:46:05
10:03:00,25251.05,25259.5,25251.05,25259.35,2024-09-03 22:46:05
10:04:00,25258.1,25260.15,25253.7,25253.7,2024-09-03 22:46:05
10:05:00,25254.65,25258.15,25253.85,25256.35,2024-09-03 22:46:05
10:06:00,25256.25,25262.05,25255.55,25260.9,2024-09-03 22:46:05
10:07:00,25261.2,25265.05,25259.75,25264.85,2024-09-03 22:46:05
10:08:00,25264.45,25264.45,25259.4,25260.75,2024-09-03 22:46:05
10:09:00,25260.45,25262.55,25259.4,25261.7,2024-09-03 22:46:05
10:10:00,25261.65,25266.65,25260.55,25262.3,2024-09-03 22:46:05
10:11:00,25263.4,25264.3,25259.65,25260.6,2024-09-03 22:46:05
10:12:00,25261.3,25266.05,25260.35,25261.7,2024-09-03 22:46:05
10:13:00,25261.45,25268.2,25261.45,25263.6,2024-09-03 22:46:05
10:14:00,25263.9,25266.2,25262.65,25265.5,2024-09-03 22:46:05
10:15:00,25265.25,25272.45,25263.45,25271.1,2024-09-03 22:46:05
10:16:00,25270.75,25273.05,25268.35,25270.2,2024-09-03 22:46:05
10:17:00,25268.35,25273.9,25267.25,25273.4,2024-09-03 22:46:05
10:18:00,25273.35,25274.55,25267.4,25267.6,2024-09-03 22:46:05
10:19:00,25267.7,25269.9,25262.15,25266.8,2024-09-03 22:46:05
10:20:00,25266.45,25268.05,25256.7,25257.8,2024-09-03 22:46:05
10:21:00,25257.4,25258.55,25252.25,25255,2024-09-03 22:46:05
10:22:00,25255.15,25257.1,25254.45,25256.35,2024-09-03 22:46:05
10:23:00,25255.3,25256.85,25251.2,25253.8,2024-09-03 22:46:05
10:24:00,25253.25,25257.1,25252.35,25255.7,2024-09-03 22:46:05
10:25:00,25255.95,25257.9,25251.55,25253.65,2024-09-03 22:46:05
10:26:00,25253.75,25255.05,25251.5,25253.25,2024-09-03 22:46:05
10:27:00,25252.15,25253.1,25248.75,25252.5,2024-09-03 22:46:05
10:28:00,25252.3,25255.15,25244.55,25246.45,2024-09-03 22:46:05
10:29:00,25247.9,25251.95,25247.35,25248.25,2024-09-03 22:46:05
10:30:00,25248.4,25256.3,25248.4,25256.3,2024-09-03 22:46:05
10:31:00,25255.2,25255.5,25250.95,25253.7,2024-09-03 22:46:05
10:32:00,25254.1,25255.45,25250,25252.5,2024-09-03 22:46:05
10:33:00,25252.25,25254.45,25247.5,25249.75,2024-09-03 22:46:05
10:34:00,25249.8,25256.95,25249.8,25256.65,2024-09-03 22:46:05
10:35:00,25256.1,25261,25255.3,25258.7,2024-09-03 22:46:05
10:36:00,25258.7,25260.15,25253.95,25256.25,2024-09-03 22:46:05
10:37:00,25256.3,25257.75,25251.05,25257,2024-09-03 22:46:05
10:38:00,25257.25,25259.1,25253.35,25257.45,2024-09-03 22:46:05
10:39:00,25256.85,25263.65,25256.75,25261.2,2024-09-03 22:46:05
10:40:00,25261.2,25265.35,25260.25,25262.65,2024-09-03 22:46:05
10:41:00,25262.75,25264.85,25259.8,25264.8,2024-09-03 22:46:05
10:42:00,25264.85,25268.05,25263.5,25265.05,2024-09-03 22:46:05
10:43:00,25264.65,25269.1,25264.05,25265.95,2024-09-03 22:46:05
10:44:00,25266.25,25267.75,25261.9,25263,2024-09-03 22:46:05
10:45:00,25262.8,25263.4,25260.65,25261.1,2024-09-03 22:46:05
10:46:00,25261.5,25262.2,25259.55,25261.3,2024-09-03 22:46:05
10:47:00,25258.55,25260,25254.7,25256.85,2024-09-03 22:46:05
10:48:00,25257.35,25271.65,25257.35,25268.5,2024-09-03 22:46:05
10:49:00,25268.05,25272.25,25266.35,25269.65,2024-09-03 22:46:05
10:50:00,25269.45,25270.95,25267.75,25269.8,2024-09-03 22:46:05
10:51:00,25269.65,25271.95,25264.55,25266.9,2024-09-03 22:46:05
10:52:00,25266.5,25268.05,25262.2,25264.6,2024-09-03 22:46:05
10:53:00,25265.25,25266.25,25260.75,25262.8,2024-09-03 22:46:05
10:54:00,25261.9,25262.65,25257.4,25259.65,2024-09-03 22:46:05
10:55:00,25257.65,25259.85,25253.95,25257.8,2024-09-03 22:46:05
10:56:00,25257.8,25261.55,25256.4,25257,2024-09-03 22:46:05
10:57:00,25257.85,25260.55,25256.3,25259.55,2024-09-03 22:46:05
10:58:00,25259.8,25260.15,25256.05,25256.5,2024-09-03 22:46:05
10:59:00,25256.9,25256.9,25254.1,25255.2,2024-09-03 22:46:05
11:00:00,25255.15,25258.45,25251.05,25254.5,2024-09-03 22:46:05
11:01:00,25254.3,25256.55,25251.25,25252.8,2024-09-03 22:46:05
11:02:00,25252.75,25260.55,25250.75,25255.6,2024-09-03 22:46:05
11:03:00,25255.85,25260.55,25254.6,25259.5,2024-09-03 22:46:05
11:04:00,25259.4,25262.65,25259.2,25260.45,2024-09-03 22:46:05
11:05:00,25259.65,25265.05,25259.35,25261.05,2024-09-03 22:46:05
11:06:00,25261.6,25262.5,25259.1,25261.5,2024-09-03 22:46:05
11:07:00,25261.55,25264.15,25258.45,25260.45,2024-09-03 22:46:05
11:08:00,25260.8,25262.6,25256.3,25260.8,2024-09-03 22:46:05
11:09:00,25260.05,25264.95,25259.95,25262.9,2024-09-03 22:46:05
11:10:00,25262.85,25264.25,25259.9,25262.9,2024-09-03 22:46:05
11:11:00,25262.95,25264,25259.25,25260.15,2024-09-03 22:46:05
11:12:00,25260.75,25263.1,25259.1,25262.35,2024-09-03 22:46:05
11:13:00,25263.2,25263.75,25259.1,25262.45,2024-09-03 22:46:05
11:14:00,25260.85,25263.4,25242.85,25242.85,2024-09-03 22:46:05
11:15:00,25243.85,25255.4,25236.45,25250.95,2024-09-03 22:46:05
11:16:00,25250.75,25253.2,25249.4,25251.1,2024-09-03 22:46:05
11:17:00,25251.05,25251.8,25247.35,25250.9,2024-09-03 22:46:05
11:18:00,25250.75,25255.3,25249.1,25252.65,2024-09-03 22:46:05
11:19:00,25252.75,25256.95,25252.75,25256.35,2024-09-03 22:46:05
11:20:00,25256.65,25262.2,25255.9,25260.7,2024-09-03 22:46:05
11:21:00,25261.45,25263.05,25259.1,25259.6,2024-09-03 22:46:05
11:22:00,25259.9,25261.7,25257.15,25261.1,2024-09-03 22:46:05
11:23:00,25261.35,25261.95,25256.9,25258.1,2024-09-03 22:46:05
11:24:00,25258.2,25259.45,25253.05,25255.4,2024-09-03 22:46:05
11:25:00,25255.3,25257,25251.75,25254.6,2024-09-03 22:46:05
11:26:00,25254.55,25256.6,25252.75,25255.2,2024-09-03 22:46:05
11:27:00,25255.1,25256.3,25252.2,25253.7,2024-09-03 22:46:05
11:28:00,25254.05,25254.85,25250.75,25253.55,2024-09-03 22:46:05
11:29:00,25253.5,25258.4,25252.3,25258.1,2024-09-03 22:46:05
11:30:00,25257.15,25259.3,25255.65,25256.65,2024-09-03 22:46:05
11:31:00,25256.45,25260.6,25255.3,25259.45,2024-09-03 22:46:05
11:32:00,25259.4,25261.25,25257.65,25258.6,2024-09-03 22:46:05
11:33:00,25258.4,25260.35,25256.55,25259.3,2024-09-03 22:46:05
11:34:00,25259.65,25260.05,25257.8,25260,2024-09-03 22:46:05
11:35:00,25259.3,25263,25259.3,25262.55,2024-09-03 22:46:05
11:36:00,25262.7,25264.45,25260.6,25261.7,2024-09-03 22:46:05
11:37:00,25262,25263.45,25259.35,25260.5,2024-09-03 22:46:05
11:38:00,25260.9,25261.25,25257.25,25260.6,2024-09-03 22:46:05
11:39:00,25260.6,25260.75,25255.75,25256.75,2024-09-03 22:46:05
11:40:00,25256.9,25257.8,25253.7,25256.1,2024-09-03 22:46:05
11:41:00,25255.65,25256.55,25252.4,25254.95,2024-09-03 22:46:05
11:42:00,25254.8,25256.55,25252.25,25255.2,2024-09-03 22:46:05
11:43:00,25254.95,25257.25,25253.75,25255.15,2024-09-03 22:46:05
11:44:00,25254.3,25255.55,25250.75,25251.95,2024-09-03 22:46:05
11:45:00,25251.7,25254.2,25248.8,25250.1,2024-09-03 22:46:05
11:46:00,25249.5,25253.4,25249.5,25252.95,2024-09-03 22:46:05
11:47:00,25252.85,25254.05,25250.7,25252.85,2024-09-03 22:46:05
11:48:00,25253.05,25254.7,25250.75,25251.7,2024-09-03 22:46:05
11:49:00,25251.25,25253.55,25249.3,25252.15,2024-09-03 22:46:05
11:50:00,25251.7,25253.85,25249.15,25252.15,2024-09-03 22:46:05
11:51:00,25251.45,25253.35,25249.55,25250.1,2024-09-03 22:46:05
11:52:00,25248.85,25251.7,25244.9,25245.3,2024-09-03 22:46:05
11:53:00,25244.75,25249.45,25244.15,25248.95,2024-09-03 22:46:05
11:54:00,25248.4,25253.55,25248.4,25251.05,2024-09-03 22:46:05
11:55:00,25251.25,25252.95,25249.65,25252.4,2024-09-03 22:46:05
11:56:00,25251.65,25253.5,25249.1,25252.85,2024-09-03 22:46:05
11:57:00,25252.45,25254.3,25249.65,25249.65,2024-09-03 22:46:05
11:58:00,25251.15,25253.1,25248.1,25249.95,2024-09-03 22:46:05
11:59:00,25249.75,25251.75,25247.75,25251.25,2024-09-03 22:46:05
12:00:00,25250,25252.5,25247.05,25252.4,2024-09-03 22:46:05
12:01:00,25252.6,25255.5,25251.7,25255,2024-09-03 22:46:05
12:02:00,25254.25,25256.3,25252.7,25256.25,2024-09-03 22:46:05
12:03:00,25255.95,25256.05,25251.55,25252.3,2024-09-03 22:46:05
12:04:00,25252.65,25254.45,25250.8,25251.7,2024-09-03 22:46:05
12:05:00,25252.35,25254.25,25249.95,25253.2,2024-09-03 22:46:05
12:06:00,25253.25,25253.5,25249.75,25252.25,2024-09-03 22:46:05
12:07:00,25252.4,25256.6,25252.15,25255,2024-09-03 22:46:05
12:08:00,25255.15,25256.9,25252.55,25254.75,2024-09-03 22:46:05
12:09:00,25254.7,25262.05,25254.35,25260,2024-09-03 22:46:05
12:10:00,25259.2,25261.75,25258.3,25261.75,2024-09-03 22:46:05
12:11:00,25260.25,25262.7,25259.7,25261.2,2024-09-03 22:46:05
12:12:00,25261.3,25264.35,25259.15,25260.2,2024-09-03 22:46:05
12:13:00,25259.55,25261.35,25256.2,25261.15,2024-09-03 22:46:05
12:14:00,25260.6,25262.3,25257.75,25259.65,2024-09-03 22:46:05
12:15:00,25259.45,25260.55,25256.7,25256.85,2024-09-03 22:46:05
12:16:00,25256.75,25259.5,25256.55,25259.15,2024-09-03 22:46:05
12:17:00,25258.6,25259.1,25256.3,25257.55,2024-09-03 22:46:05
12:18:00,25256.8,25258.3,25254.75,25255.9,2024-09-03 22:46:05
12:19:00,25255.95,25259.15,25255.35,25257.6,2024-09-03 22:46:05
12:20:00,25257.8,25261,25257.05,25261,2024-09-03 22:46:05
12:21:00,25260.85,25264.35,25259.55,25262.6,2024-09-03 22:46:05
12:22:00,25262.15,25262.85,25258.95,25259.45,2024-09-03 22:46:05
12:23:00,25260.15,25260.4,25257.1,25258.25,2024-09-03 22:46:05
12:24:00,25258.5,25259.15,25253.05,25255.25,2024-09-03 22:46:05
12:25:00,25254.95,25256.65,25252.6,25253.4,2024-09-03 22:46:05
12:26:00,25253.65,25257.65,25253.65,25254.55,2024-09-03 22:46:05
12:27:00,25254.6,25256.15,25252.95,25253.65,2024-09-03 22:46:05
12:28:00,25253.5,25255.5,25249.5,25254.75,2024-09-03 22:46:05
12:29:00,25254.2,25256.55,25252.7,25255.4,2024-09-03 22:46:05
12:30:00,25254.85,25256.9,25252.5,25255.7,2024-09-03 22:46:05
12:31:00,25255.45,25258.85,25253.9,25257.4,2024-09-03 22:46:05
12:32:00,25254.4,25257.15,25254.4,25257.15,2024-09-03 22:46:05
12:33:00,25256.35,25257.3,25255.4,25257.1,2024-09-03 22:46:05
12:34:00,25258.3,25261.1,25256.2,25257.5,2024-09-03 22:46:05
12:35:00,25256.95,25262.5,25255.8,25262.45,2024-09-03 22:46:05
12:36:00,25262.35,25263.25,25259.15,25261.55,2024-09-03 22:46:05
12:37:00,25261.05,25262.8,25259.1,25261.9,2024-09-03 22:46:05
12:38:00,25260.85,25262.9,25259.25,25260.65,2024-09-03 22:46:05
12:39:00,25260.65,25262.7,25258.1,25262.7,2024-09-03 22:46:05
12:40:00,25261.85,25264.15,25260.4,25262.45,2024-09-03 22:46:05
12:41:00,25262.7,25265.7,25260.6,25264.15,2024-09-03 22:46:05
12:42:00,25264.45,25265.35,25260.45,25262.65,2024-09-03 22:46:05
12:43:00,25262.8,25264.55,25259.95,25262.15,2024-09-03 22:46:05
12:44:00,25261.65,25263.4,25259.65,25261.45,2024-09-03 22:46:05
12:45:00,25261.55,25264.35,25258.2,25262.6,2024-09-03 22:46:05
12:46:00,25262.55,25263.65,25261.5,25261.75,2024-09-03 22:46:05
12:47:00,25260.95,25262.6,25260.95,25262.45,2024-09-03 22:46:05
12:48:00,25260.25,25264.7,25258.3,25260.2,2024-09-02 23:21:36
12:49:00,25266.9,25267.6,25264.6,25265.8,2024-09-03 22:46:05
12:50:00,25264.95,25268.8,25264.95,25267.7,2024-09-03 22:46:05
12:51:00,25267.35,25268.75,25263.6,25265.4,2024-09-03 22:46:05
12:52:00,25265.7,25266,25260.55,25264,2024-09-03 22:46:05
12:53:00,25263.5,25266.95,25259.9,25266.95,2024-09-03 22:46:05
12:54:00,25266.8,25268,25262.9,25267.45,2024-09-03 22:46:05
12:55:00,25267.3,25269.15,25265.15,25268.25,2024-09-03 22:46:05
12:56:00,25267.75,25270.85,25266.3,25268.65,2024-09-03 22:46:05
12:57:00,25268.35,25271.15,25267.35,25269.9,2024-09-03 22:46:05
12:58:00,25269.1,25271.45,25265.5,25269.2,2024-09-03 22:46:05
12:59:00,25269.1,25271.25,25267.8,25269.35,2024-09-03 22:46:05
13:00:00,25269.15,25276.35,25267.9,25275.75,2024-09-03 22:46:05
13:01:00,25275,25278.85,25274.4,25277.3,2024-09-03 22:46:05
13:02:00,25277.2,25281.1,25276.15,25280,2024-09-03 22:46:05
13:03:00,25279.2,25280.45,25275.7,25276.95,2024-09-03 22:46:05
13:04:00,25276.95,25278.45,25275.65,25277.05,2024-09-03 22:46:05
13:05:00,25276.15,25277.65,25271.55,25273.15,2024-09-03 22:46:05
13:06:00,25272.6,25278.4,25271.6,25277.85,2024-09-03 22:46:05
13:07:00,25277.6,25278.95,25273.1,25276.5,2024-09-03 22:46:05
13:08:00,25274.8,25276.9,25272.85,25276.15,2024-09-03 22:46:05
13:09:00,25275.05,25278.85,25275,25277.2,2024-09-03 22:46:05
13:10:00,25277.9,25281,25277.35,25279.85,2024-09-03 22:46:05
13:11:00,25279.75,25282.35,25277.95,25280.15,2024-09-03 22:46:05
13:12:00,25280.9,25283.2,25279.55,25280.75,2024-09-03 22:46:05
13:13:00,25281.25,25283.4,25280.3,25281.9,2024-09-03 22:46:05
13:14:00,25282,25284.65,25280.7,25281.65,2024-09-03 22:46:05
13:15:00,25282.7,25286.15,25281.5,25285.55,2024-09-03 22:46:05
13:16:00,25285.65,25297.85,25285.3,25294.3,2024-09-03 22:46:05
13:17:00,25294.8,25297.6,25291.6,25293.75,2024-09-03 22:46:05
13:18:00,25294,25298.3,25292.5,25293.55,2024-09-03 22:46:05
13:19:00,25295.1,25296,25288.95,25289.2,2024-09-03 22:46:05
13:20:00,25289.2,25293.8,25288.6,25292.15,2024-09-03 22:46:05
